<<<<<<< HEAD
BlackBox ; 
chatGPT ; 0.020477294921875000, 0.016433715820312500, 0.000671386718750000,  ,  0.808 
chatGPT ; 0.021438598632812500, 0.017303466796875000, 0.000671386718750000,  ,  1.136 
chatGPT ; 0.052291870117187500, 0.043029785156250000, 0.001342773437500000,  ,  1.273 
chatGPT ; 0.028121948242187500, 0.019973754882812500, 0.003158569335937500,  ,  1.831 
chatGPT ; 0.057937622070312500, 0.038696289062500000, 0.009231567382812500,  ,  1.46 
chatGPT ; 0.029998779296875000, 0.020050048828125000, 0.004577636718750000,  ,  1.423 
chatGPT ; 0.030471801757812500, 0.020370483398437500, 0.004699707031250000,  ,  1.155 
chatGPT ; 0.059463500976562500, 0.019729614257812500, 0.004333496093750000,  ,  1.126 
chatGPT ; 0.030792236328125000, 0.020935058593750000, 0.004699707031250000,  ,  1.528 
chatGPT ; 0.031265258789062500, 0.041122436523437500, 0.010879516601562500,  ,  1.379 
chatGPT ; 0.027053833007812500, 0.017944335937500000, 0.004394531250000000,  ,  1.135 
chatGPT ; 0.022232055664062500, 0.016021728515625000, 0.002563476562500000,  ,  0.876 
chatGPT ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.789 
chatGPT ; 0.020370483398437500, 0.016204833984375000, 0.000656127929687500,  ,  0.831 
chatGPT ; 0.018859863281250000, 0.015045166015625000, 0.000610351562500000,  ,  0.723 
chatGPT ; 0.022796630859375000, 0.018493652343750000, 0.000610351562500000,  ,  0.975 
chatGPT ; 0.022003173828125000, 0.017684936523437500, 0.000656127929687500,  ,  0.817 
chatGPT ; 0.025115966796875000, 0.020629882812500000, 0.000625610351562500,  ,  1.155 
chatGPT ; 0.026657104492187500, 0.020706176757812500, 0.001892089843750000,  ,  1.333 
chatGPT ; 0.030899047851562500, 0.021118164062500000, 0.004608154296875000,  ,  1.156 
chatGPT ; 0.059265136718750000, 0.040466308593750000, 0.008300781250000000,  ,  1.442 
chatGPT ; 0.032928466796875000, 0.023651123046875000, 0.004104614257812500,  ,  1.297 
chatGPT ; 0.027145385742187500, 0.022216796875000000, 0.000686645507812500,  ,  1.369 
chatGPT ; 0.060836791992187500, 0.042129516601562500, 0.007858276367187500,  ,  1.626 
chatGPT ; 0.060943603515625000, 0.042556762695312500, 0.008407592773437500,  ,  1.507 
chatGPT ; 0.028244018554687500, 0.018417358398437500, 0.005432128906250000,  ,  1.05 
chatGPT ; 0.024810791015625000, 0.015823364257812500, 0.004760742187500000,  ,  0.995 
chatGPT ; 0.024032592773437500, 0.015686035156250000, 0.004043579101562500,  ,  0.976 
chatGPT ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.82 
chatGPT ; 0.022613525390625000, 0.016693115234375000, 0.002151489257812500,  ,  1.01 
chatGPT ; 0.024169921875000000, 0.019668579101562500, 0.000625610351562500,  ,  1.013 
chatGPT ; 0.022003173828125000, 0.017837524414062500, 0.000610351562500000,  ,  0.828 
chatGPT ; 0.020584106445312500, 0.016479492187500000, 0.000656127929687500,  ,  0.913 
chatGPT ; 0.023483276367187500, 0.019119262695312500, 0.000625610351562500,  ,  1.323 
chatGPT ; 0.054016113281250000, 0.042816162109375000, 0.002792358398437500,  ,  1.525 
chatGPT ; 0.030136108398437500, 0.020446777343750000, 0.004531860351562500,  ,  1.172 
chatGPT ; 0.029296875000000000, 0.020004272460937500, 0.004150390625000000,  ,  1.176 
chatGPT ; 0.062103271484375000, 0.043045043945312500, 0.008438110351562500,  ,  1.54 
chatGPT ; 0.030426025390625000, 0.020553588867187500, 0.004272460937500000,  ,  1.413 
chatGPT ; 0.059738159179687500, 0.041229248046875000, 0.008132934570312500,  ,  1.466 
chatGPT ; 0.026107788085937500, 0.016799926757812500, 0.005004882812500000,  ,  1.058 
chatGPT ; 0.025588989257812500, 0.015975952148437500, 0.005477905273437500,  ,  0.917 
chatGPT ; 0.024673461914062500, 0.016098022460937500, 0.004348754882812500,  ,  0.946 
chatGPT ; 0.024597167968750000, 0.016296386718750000, 0.004104614257812500,  ,  0.895 
chatGPT ; 0.024459838867187500, 0.019638061523437500, 0.000885009765625000,  ,  1.089 
chatGPT ; 0.025787353515625000, 0.021362304687500000, 0.000625610351562500,  ,  0.864 
chatGPT ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.833 
chatGPT ; 0.048919677734375000, 0.040145874023437500, 0.001235961914062500,  ,  1.239 
chatGPT ; 0.028823852539062500, 0.021774291992187500, 0.002548217773437500,  ,  1.517 
chatGPT ; 0.029922485351562500, 0.020645141601562500, 0.004287719726562500,  ,  1.352 
chatGPT ; 0.060714721679687500, 0.041595458984375000, 0.004425048828125000,  ,  1.322 
chatGPT ; 0.029891967773437500, 0.020614624023437500, 0.003997802734375000,  ,  1.502 
chatGPT ; 0.060760498046875000, 0.041427612304687500, 0.008483886718750000,  ,  1.588 
chatGPT ; 0.030517578125000000, 0.021224975585937500, 0.004135131835937500,  ,  1.589 
chatGPT ; 0.029525756835937500, 0.019805908203125000, 0.005004882812500000,  ,  0.962 
chatGPT ; 0.023712158203125000, 0.014434814453125000, 0.005249023437500000,  ,  0.877 
chatGPT ; 0.025115966796875000, 0.016281127929687500, 0.004455566406250000,  ,  0.882 
chatGPT ; 0.023788452148437500, 0.015686035156250000, 0.004028320312500000,  ,  0.818 
chatGPT ; 0.019866943359375000, 0.015609741210937500, 0.000823974609375000,  ,  0.791 
chatGPT ; 0.022842407226562500, 0.018508911132812500, 0.000625610351562500,  ,  0.969 
chatGPT ; 0.024795532226562500, 0.020416259765625000, 0.000625610351562500,  ,  0.978 
chatGPT ; 0.022994995117187500, 0.018737792968750000, 0.000640869140625000,  ,  0.831 
chatGPT ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.8 
chatGPT ; 0.022079467773437500, 0.017852783203125000, 0.000656127929687500,  ,  0.768 
chatGPT ; 0.019866943359375000, 0.015960693359375000, 0.000625610351562500,  ,  0.758 
chatGPT ; 0.023483276367187500, 0.019180297851562500, 0.000625610351562500,  ,  1.032 
chatGPT ; 0.025787353515625000, 0.020278930664062500, 0.001190185546875000,  ,  1.068 
chatGPT ; 0.026809692382812500, 0.017395019531250000, 0.004333496093750000,  ,  0.993 
chatGPT ; 0.022369384765625000, 0.015502929687500000, 0.002655029296875000,  ,  1.048 
chatGPT ; 0.025405883789062500, 0.020614624023437500, 0.000640869140625000,  ,  1.314 
chatGPT ; 0.058456420898437500, 0.042831420898437500, 0.006271362304687500,  ,  1.772 
chatGPT ; 0.029464721679687500, 0.020111083984375000, 0.004028320312500000,  ,  1.299 
chatGPT ; 0.060394287109375000, 0.041336059570312500, 0.008514404296875000,  ,  1.162 
chatGPT ; 0.029541015625000000, 0.020919799804687500, 0.004058837890625000,  ,  1.037 
chatGPT ; 0.030258178710937500, 0.040618896484375000, 0.009719848632812500,  ,  1.975 
chatGPT ; 0.029129028320312500, 0.019302368164062500, 0.004959106445312500,  ,  1.576 
chatGPT ; 0.024688720703125000, 0.016250610351562500, 0.003921508789062500,  ,  1.026 
chatGPT ; 0.023483276367187500, 0.017318725585937500, 0.002288818359375000,  ,  1.003 
chatGPT ; 0.024200439453125000, 0.019653320312500000, 0.000640869140625000,  ,  0.844 
chatGPT ; 0.018997192382812500, 0.015045166015625000, 0.000625610351562500,  ,  0.795 
chatGPT ; 0.025024414062500000, 0.019317626953125000, 0.001586914062500000,  ,  0.973 
chatGPT ; 0.027557373046875000, 0.018066406250000000, 0.004364013671875000,  ,  1.031 
chatGPT ; 0.028915405273437500, 0.021484375000000000, 0.002502441406250000,  ,  1.247 
chatGPT ; 0.057785034179687500, 0.041656494140625000, 0.006652832031250000,  ,  1.694 
chatGPT ; 0.029724121093750000, 0.020309448242187500, 0.004165649414062500,  ,  1.331 
chatGPT ; 0.028900146484375000, 0.019424438476562500, 0.004302978515625000,  ,  1.089 
chatGPT ; 0.059417724609375000, 0.041503906250000000, 0.008026123046875000,  ,  1.408 
chatGPT ; 0.030731201171875000, 0.020904541015625000, 0.004806518554687500,  ,  1.966 
chatGPT ; 0.029891967773437500, 0.020477294921875000, 0.004531860351562500,  ,  1.47 
chatGPT ; 0.024810791015625000, 0.016204833984375000, 0.004074096679687500,  ,  1.014 
chatGPT ; 0.023910522460937500, 0.018234252929687500, 0.001815795898437500,  ,  1.154 
chatGPT ; 0.051864624023437500, 0.042434692382812500, 0.001251220703125000,  ,  1.389 
chatGPT ; 0.027389526367187500, 0.022674560546875000, 0.000656127929687500,  ,  1.245 
chatGPT ; 0.029556274414062500, 0.020797729492187500, 0.003845214843750000,  ,  1.263 
chatGPT ; 0.030593872070312500, 0.021469116210937500, 0.003967285156250000,  ,  1.354 
chatGPT ; 0.058685302734375000, 0.044860839843750000, 0.004882812500000000,  ,  1.652 
chatGPT ; 0.062545776367187500, 0.043350219726562500, 0.008544921875000000,  ,  1.828 
chatGPT ; 0.062149047851562500, 0.043716430664062500, 0.008102416992187500,  ,  1.653 
chatGPT ; 0.031646728515625000, 0.022506713867187500, 0.004257202148437500,  ,  1.487 
chatGPT ; 0.033065795898437500, 0.023239135742187500, 0.010406494140625000,  ,  1.451 
chatGPT ; 0.031188964843750000, 0.022094726562500000, 0.004089355468750000,  ,  1.573 
chatGPT ; 0.029312133789062500, 0.022155761718750000, 0.002471923828125000,  ,  1.418 
chatGPT ; 0.054565429687500000, 0.043716430664062500, 0.000625610351562500,  ,  1.307 
chatGPT ; 0.027450561523437500, 0.022598266601562500, 0.000640869140625000,  ,  1.381 
chatGPT ; 0.026519775390625000, 0.021484375000000000, 0.000946044921875000,  ,  1.257 
chatGPT ; 0.060913085937500000, 0.042861938476562500, 0.007553100585937500,  ,  1.423 
chatGPT ; 0.026275634765625000, 0.020965576171875000, 0.001205444335937500,  ,  1.515 
chatGPT ; 0.060836791992187500, 0.041885375976562500, 0.008605957031250000,  ,  1.489 
chatGPT ; 0.028915405273437500, 0.019378662109375000, 0.004318237304687500,  ,  1.259 
chatGPT ; 0.028671264648437500, 0.019332885742187500, 0.004043579101562500,  ,  1.187 
chatGPT ; 0.030044555664062500, 0.021362304687500000, 0.004074096679687500,  ,  0.985 
chatGPT ; 0.060867309570312500, 0.041442871093750000, 0.009765625000000000,  ,  1.261 
chatGPT ; 0.030227661132812500, 0.020523071289062500, 0.004959106445312500,  ,  1.575 
chatGPT ; 0.030014038085937500, 0.020874023437500000, 0.004013061523437500,  ,  1.16 
chatGPT ; 0.022628784179687500, 0.015884399414062500, 0.002807617187500000,  ,  0.843 
chatGPT ; 0.019424438476562500, 0.015426635742187500, 0.000625610351562500,  ,  0.753 
chatGPT ; 0.019866943359375000, 0.015930175781250000, 0.000625610351562500,  ,  0.755 
chatGPT ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.765 
chatGPT ; 0.050628662109375000, 0.038345336914062500, 0.003723144531250000,  ,  1.176 
chatGPT ; 0.029693603515625000, 0.020187377929687500, 0.004302978515625000,  ,  1.179 
chatGPT ; 0.026687622070312500, 0.021163940429687500, 0.001098632812500000,  ,  1.325 
chatGPT ; 0.029144287109375000, 0.020629882812500000, 0.003906250000000000,  ,  1.459 
chatGPT ; 0.029724121093750000, 0.020278930664062500, 0.004302978515625000,  ,  1.197 
chatGPT ; 0.030853271484375000, 0.021575927734375000, 0.004165649414062500,  ,  1.482 
chatGPT ; 0.056686401367187500, 0.038787841796875000, 0.008010864257812500,  ,  1.302 
chatGPT ; 0.031738281250000000, 0.021377563476562500, 0.005355834960937500,  ,  1.49 
chatGPT ; 0.031829833984375000, 0.021545410156250000, 0.005386352539062500,  ,  1.485 
chatGPT ; 0.055313110351562500, 0.038101196289062500, 0.007690429687500000,  ,  1.134 
chatGPT ; 0.024612426757812500, 0.020141601562500000, 0.000625610351562500,  ,  1.03 
chatGPT ; 0.022888183593750000, 0.018402099609375000, 0.000625610351562500,  ,  1.292 
chatGPT ; 0.023254394531250000, 0.018737792968750000, 0.000625610351562500,  ,  0.969 
chatGPT ; 0.024139404296875000, 0.019668579101562500, 0.000625610351562500,  ,  1.258 
chatGPT ; 0.057250976562500000, 0.039093017578125000, 0.007812500000000000,  ,  1.446 
chatGPT ; 0.026382446289062500, 0.021286010742187500, 0.000854492187500000,  ,  1.364 
chatGPT ; 0.029220581054687500, 0.020355224609375000, 0.004272460937500000,  ,  1.456 
chatGPT ; 0.059005737304687500, 0.039779663085937500, 0.008575439453125000,  ,  1.271 
chatGPT ; 0.031341552734375000, 0.021789550781250000, 0.004287719726562500,  ,  1.417 
chatGPT ; 0.030151367187500000, 0.021408081054687500, 0.003906250000000000,  ,  1.344 
chatGPT ; 0.061050415039062500, 0.041763305664062500, 0.009490966796875000,  ,  1.465 
chatGPT ; 0.031051635742187500, 0.020904541015625000, 0.005249023437500000,  ,  1.363 
chatGPT ; 0.025695800781250000, 0.016983032226562500, 0.004074096679687500,  ,  1.177 
chatGPT ; 0.026977539062500000, 0.019592285156250000, 0.003036499023437500,  ,  0.964 
chatGPT ; 0.019638061523437500, 0.015640258789062500, 0.000625610351562500,  ,  0.805 
chatGPT ; 0.020324707031250000, 0.016265869140625000, 0.000656127929687500,  ,  0.767 
chatGPT ; 0.019165039062500000, 0.015335083007812500, 0.000640869140625000,  ,  0.772 
chatGPT ; 0.026229858398437500, 0.019805908203125000, 0.002059936523437500,  ,  0.928 
chatGPT ; 0.028244018554687500, 0.018783569335937500, 0.004302978515625000,  ,  1.303 
chatGPT ; 0.027984619140625000, 0.021270751953125000, 0.001953125000000000,  ,  1.369 
chatGPT ; 0.058746337890625000, 0.041000366210937500, 0.007980346679687500,  ,  1.327 
chatGPT ; 0.029769897460937500, 0.020156860351562500, 0.004318237304687500,  ,  1.312 
chatGPT ; 0.029067993164062500, 0.019699096679687500, 0.004180908203125000,  ,  1.11 
chatGPT ; 0.030487060546875000, 0.021652221679687500, 0.003936767578125000,  ,  1.068 
chatGPT ; 0.060195922851562500, 0.041213989257812500, 0.009246826171875000,  ,  1.599 
chatGPT ; 0.031311035156250000, 0.021041870117187500, 0.005355834960937500,  ,  1.589 
chatGPT ; 0.029067993164062500, 0.019805908203125000, 0.004241943359375000,  ,  1.118 
chatGPT ; 0.024047851562500000, 0.015838623046875000, 0.003982543945312500,  ,  0.955 
chatGPT ; 0.042236328125000000, 0.033828735351562500, 0.001251220703125000,  ,  1.166 
chatGPT ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.851 
chatGPT ; 0.020111083984375000, 0.016052246093750000, 0.000640869140625000,  ,  0.795 
chatGPT ; 0.021301269531250000, 0.017120361328125000, 0.000625610351562500,  ,  1.055 
chatGPT ; 0.028381347656250000, 0.019348144531250000, 0.003921508789062500,  ,  1.218 
chatGPT ; 0.026824951171875000, 0.021820068359375000, 0.000671386718750000,  ,  1.296 
chatGPT ; 0.029296875000000000, 0.020431518554687500, 0.004302978515625000,  ,  1.378 
chatGPT ; 0.030044555664062500, 0.020477294921875000, 0.004180908203125000,  ,  1.248 
chatGPT ; 0.028991699218750000, 0.040969848632812500, 0.008651733398437500,  ,  1.131 
chatGPT ; 0.029281616210937500, 0.020629882812500000, 0.003860473632812500,  ,  1.142 
chatGPT ; 0.028839111328125000, 0.019927978515625000, 0.004180908203125000,  ,  1.282 
chatGPT ; 0.030593872070312500, 0.020294189453125000, 0.005371093750000000,  ,  1.498 
chatGPT ; 0.057220458984375000, 0.038345336914062500, 0.009307861328125000,  ,  1.152 
chatGPT ; 0.027450561523437500, 0.019744873046875000, 0.003295898437500000,  ,  1.18 
chatGPT ; 0.020477294921875000, 0.016281127929687500, 0.000625610351562500,  ,  0.853 
chatGPT ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.745 
chatGPT ; 0.020507812500000000, 0.016555786132812500, 0.000625610351562500,  ,  0.752 
chatGPT ; 0.019577026367187500, 0.015716552734375000, 0.000625610351562500,  ,  0.839 
chatGPT ; 0.025009155273437500, 0.019134521484375000, 0.001617431640625000,  ,  1.042 
chatGPT ; 0.027740478515625000, 0.018386840820312500, 0.004180908203125000,  ,  1.493 
chatGPT ; 0.056549072265625000, 0.042007446289062500, 0.002548217773437500,  ,  1.753 
chatGPT ; 0.061340332031250000, 0.041793823242187500, 0.008941650390625000,  ,  1.424 
chatGPT ; 0.028427124023437500, 0.019088745117187500, 0.004165649414062500,  ,  1.22 
chatGPT ; 0.030960083007812500, 0.021728515625000000, 0.004058837890625000,  ,  1.484 
chatGPT ; 0.057952880859375000, 0.039642333984375000, 0.008987426757812500,  ,  1.266 
chatGPT ; 0.031005859375000000, 0.020950317382812500, 0.005294799804687500,  ,  1.713 
chatGPT ; 0.060028076171875000, 0.041656494140625000, 0.008483886718750000,  ,  1.383 
chatGPT ; 0.024475097656250000, 0.018920898437500000, 0.001495361328125000,  ,  1.096 
chatGPT ; 0.022155761718750000, 0.017868041992187500, 0.000625610351562500,  ,  0.917 
chatGPT ; 0.020614624023437500, 0.016448974609375000, 0.000640869140625000,  ,  0.793 
chatGPT ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.835 
chatGPT ; 0.020889282226562500, 0.016830444335937500, 0.000640869140625000,  ,  0.989 
chatGPT ; 0.025680541992187500, 0.017852783203125000, 0.003158569335937500,  ,  1.052 
chatGPT ; 0.055633544921875000, 0.040878295898437500, 0.005111694335937500,  ,  1.315 
chatGPT ; 0.029632568359375000, 0.021835327148437500, 0.003173828125000000,  ,  1.677 
chatGPT ; 0.058364868164062500, 0.039031982421875000, 0.008819580078125000,  ,  1.714 
chatGPT ; 0.057586669921875000, 0.039321899414062500, 0.008193969726562500,  ,  1.602 
chatGPT ; 0.031295776367187500, 0.022293090820312500, 0.004013061523437500,  ,  1.413 
chatGPT ; 0.029724121093750000, 0.041351318359375000, 0.010345458984375000,  ,  1.417 
chatGPT ; 0.029724121093750000, 0.020523071289062500, 0.004287719726562500,  ,  1.652 
chatGPT ; 0.057708740234375000, 0.043319702148437500, 0.005294799804687500,  ,  1.389 
chatGPT ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.944 
chatGPT ; 0.021575927734375000, 0.017318725585937500, 0.000000000000000000,  ,  0.86 
chatGPT ; 0.019561767578125000, 0.015533447265625000, 0.000640869140625000,  ,  0.779 
chatGPT ; 0.021667480468750000, 0.017501831054687500, 0.000625610351562500,  ,  1.181 
chatGPT ; 0.059249877929687500, 0.040969848632812500, 0.007751464843750000,  ,  1.368 
chatGPT ; 0.028381347656250000, 0.021575927734375000, 0.002349853515625000,  ,  1.682 
chatGPT ; 0.059722900390625000, 0.040481567382812500, 0.008697509765625000,  ,  1.292 
chatGPT ; 0.029357910156250000, 0.020309448242187500, 0.004135131835937500,  ,  1.102 
chatGPT ; 0.029998779296875000, 0.020889282226562500, 0.004074096679687500,  ,  1.133 
chatGPT ; rosetta ; 0.030395507812500000, 0.021224975585937500, 0.004104614257812500,  ,  1.205 
rosetta ; 0.029067993164062500, 0.020217895507812500, 0.004013061523437500,  ,  1.088 
rosetta ; 0.058425903320312500, 0.039169311523437500, 0.009841918945312500,  ,  1.952 
rosetta ; 0.025192260742187500, 0.015869140625000000, 0.004974365234375000,  ,  0.894 
rosetta ; 0.023941040039062500, 0.015869140625000000, 0.003860473632812500,  ,  0.828 
rosetta ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.855 
rosetta ; 0.051040649414062500, 0.040283203125000000, 0.002731323242187500,  ,  1.148 
rosetta ; 0.000000000000000000, 0.017150878906250000, 0.000640869140625000,  ,  0.948 
rosetta ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.738 
